"registryid","population_center","population_center_state","population_center_dist","ret_facility_name","ret_facility_id","ret_facility_dist","road_name","road_dist","substation_name","substation_countyfips","substation_dist"
"110038742377","Wilmington","DE","2985.7936563603","Chambers Cogeneration LP","10566","7573.2803036222","I- 495","523.41140116001","CHRISTIANA","10003","610.820245677162"
"110038722978","Rocky Mount","NC","3472.51139529781","Edgecombe Genco LLC","10384","13611.8253180973","US Hwy 64","2114.33752138677","UNKNOWN169847","37127","1508.82653850127"
"110059658561","Farmington","NM","88437.7746442591","San Juan","2451","65099.0717711247","I- 40","231344.852851548","UNKNOWN208065","08083","3413.28295410384"
"110045012758","Clovis","NM","35044.5715349978","Tolk","6194","86494.6148187954","I- 40","126303.812020033","UNKNOWN303193","35041","536.910900931767"
"110070560276","Fitchburg","MA","67379.6047315578","Amherst College Co Gen","58185","61828.4020130786","I- 91","21146.3963555911","WESTPORT","33005","4161.93415373345"
"110039539808","Winchester","VA","38929.7832466684","Dickerson","65284","45549.2061605665","State Rte 9","5432.71490894007","UNKNOWN172806","54037","307.250245861869"
"110038691289","Manchester","NH","17501.6585260685","Simonds","58945","64310.916565838","I- 93","3344.13396472124","MAMMOTH ROAD","33015","263.59674597349"
"110038706139","Farmington","NM","180275.272891592","Nucla","527","97218.666274525","I- 70","179142.361189988","UNKNOWN205925","08091","6178.34170295471"
"110038708155","Farmington","NM","178264.19837147","Nucla","527","97288.5749188805","I- 70","180564.321992576","UNKNOWN205925","08091","4591.2058125699"
"110043315837","Marion","IA","2018.36441083392","Duane Arnold Energy Center","1060","23999.5470630567","State Hwy 100","8825.84800869452","MARION","19113","2612.17591318425"
"110038742331","Wilmington","DE","2004.69707605312","Chambers Cogeneration LP","10566","8389.02420537453","I- 495","1361.37797695229","CHRISTIANA","10003","381.812787474675"
"110056253600","Cincinnati","OH","2353.07746354804","Miami Fort","2832","30618.9695497134","I- 75","743.099242030378","FRONT","39061","924.914735818526"
"110015364853","Springfield","MO","2940.41726278073","James River Power Station","2161","14461.294260703","I- 44","5410.88478890441","UNKNOWN117486","29077","906.224653334138"
"110038734171","Inver Grove Heights","MN","6929.95058470674","Inver Hills","1913","12998.6219730884","I- 494","1848.32326399402","RED ROCK","27037","3821.26490720221"
"110070068484","Atlanta","GA","3748.1346240181","Wansley","6052","83921.203528847","I- 85","2561.04137784773","UNKNOWN111355","13121","719.828124842489"
"110039539997","Bettendorf","IA","6304.0273370291","Riverside","1081","3783.66201052152","US Hwy 6","7676.85290386816","UNKNOWN121966","17161","604.521119438129"
"110015330131","Norwich","CT","7935.59304787561","HSCo CHP","57179","73177.8508508016","I- 395","1475.58603092572","LISBON","09011","1907.41770119548"
"110070523657","Fort Lee","NJ","10266.4505135107","Astoria Gas Turbines","55243","8186.71573349904","I- 95","190.127190314042","EAST 179TH STREET","36005","1861.79096543371"
"110039689012","Cedar City","UT","174758.528013495","Intermountain Power Project","6481","127931.831599648","I- 70","688.942504655555","UNKNOWN207459","49041","1107.43392278647"
"110059658151","Kearney","NE","187137.101662304","Stockton","1327","186666.928935226","I- 80","116957.442664533","UNKNOWN157213","31145","148.689822870665"
"110038710222","Poway","CA","338.187369491314","UCSD Fuel Cell Plant","57735","23742.8365598151","Escondido Fwy","5586.60482118936","POMERADO","06073","2344.22097344098"
"110070384843","Cleveland","TN","55769.1489837011","Kingston","3407","51610.1911232048","I- 75","2043.4577883112","UNKNOWN115787","47107","7501.39108772388"
"110038716878","Riverside","CA","5487.72996805876","New-Indy Ontario Mill","10427","20276.2928210927","Riverside Fwy","643.89262540798","RIVERSIDE","06065","902.301384868498"
"110043315409","Bay City","MI","74226.2025689231","Dan E Karn","1702","63872.1885948416","US Hwy 23","34022.3702700317","UNKNOWN131568","26011","15703.088968411"
"110061010533","West Hollywood","CA","4420.33936917788","Caltech Central","57460","24900.4422345491","Hollywood Fwy","2706.29666734927","STATION H (HOLLYWOOD)","06037","508.910092146101"
"110060873531","Oklahoma City","OK","3865.65445579153","Weleetka","2966","154783.82779087","I- 40","2308.99368753609","UNKNOWN118535","40109","1051.18631906147"
"110038707708","Muskegon","MI","157296.420064085","TES Filer City Station","50835","39015.1843066607","US Hwy 131","53845.6112390802","TIPPY DAM","26101","5498.91913867643"
"110038719081","Poway","CA","86.3444731987612","UCSD Fuel Cell Plant","57735","23358.7418135938","Escondido Fwy","5218.27326988297","POMERADO","06073","2577.89066034213"
"110038754014","Detroit","MI","4358.3821893613","River Rouge","1740","10810.3365649648","Edward J Jeffries Fwy","432.131951199546","UNKNOWN128900","26163","3015.47794843523"
"110070068747","Oshkosh","WI","2701.83252638202","Consumer Operations LLC","10360","93189.4570937864","US Hwy 41","4766.13141436328","OSHKOSH","55139","964.781918155069"
"110041262488","Kansas City","MO","8031.98464490247","Blue Valley","2132","26647.5085378209","US Hwy 71","197.044976250754","UNKNOWN117558","29095","2138.38531603335"
"110039543811","Richmond","VA","342.736227670891","Bellmeade Power Station","50966","6237.45777903546","Richmond-Petersburg Tpke","742.61302887432","TWELVTH STREET","51760","1216.49444710194"
"110038698139","Goshen","IN","56336.8951817427","Graphic Packaging","10698","78239.902153941","I- 80","6563.38243530772","STURGIS","26149","340.093494970417"
"110038742377","Wilmington","DE","2985.7936563603","Chambers Cogeneration LP","10566","7573.2803036222","I- 495","523.41140116001","CHRISTIANA","10003","610.820245677162"
"110055377300","Casselberry","FL","2468.81408145034","Stanton Energy Center","564","28673.269827964","State Hwy 417","8165.62245770353","UNKNOWN120263","12117","2519.31122809319"
"110038765413","Wheeling","WV","51476.8121565701","W H Sammis","2866","17160.2667943526","State Rte 7","2753.81445391378","UNKNOWN172804","54029","780.245558668777"
"110059658400","Green Bay","WI","12911.8403041682","Consumer Operations LLC","10360","10909.1210431942","US Hwy 41","4361.65347310689","MASON ST","55009","3134.34262565311"
"110059721430","North Charleston","SC","4724.22267907818","Williams","3298","23817.498289165","I- 26","723.603637985744","UNKNOWN147131","45019","2031.12963784881"
"110015330122","Lewiston","ME","768.091815721283","Androscoggin Mill","54085","63849.0974456676","I- 95","4721.60076967574","UNKNOWN133127","23001","799.246047754573"
"110045013365","Ogden","UT","2464.92521398461","Gadsby","3648","65778.5534568455","I- 84","4482.89908565418","UNKNOWN206412","49057","2358.76180429436"
"110038742457","Baltimore","MD","2545.58992241665","Gould Street","1553","1013.5939237676","I- 95","856.902144872474","UNKNOWN123967","24510","1094.55231305067"
"110015330220","Nashville","TN","3639.73503593614","Gallatin (TN)","3403","46348.2701283937","I- 24","1195.68281175172","UNKNOWN120838","47037","1610.14376091728"
"110038742331","Wilmington","DE","2004.69707605312","Chambers Cogeneration LP","10566","8389.02420537453","I- 495","1361.37797695229","CHRISTIANA","10003","381.812787474675"
"110070209783","Sioux Falls","SD","4020.57843083808","Angus Anson","7237","17756.3145004278","I- 229","414.581242246091","UNKNOWN131293","46099","1449.01994990613"
"110043241818","Granger","IN","8182.38219510763","Michigan City","997","94888.9530766205","I- 80","5944.1609805825","UNKNOWN123078","18141","3459.62430980002"
"110038759723","Bellevue","NE","111341.225312159","North Omaha","2291","139527.245772675","I- 29","30891.4269290655","UNKNOWN157219","31127","563.303245930464"
"110071089629","Salt Lake City","UT","1792.88976352179","Gadsby","3648","3467.08000401123","Dwight D Eisenhower Hwy","769.084505815113","DEAD HEAD","49035","182.428529973638"
"110038760463","Flint","MI","3456.62305157262","Hancock","1730","73628.4510864272","Buick Fwy","159.829956375676","UNKNOWN144576","26049","2970.24349124316"
"110055377293","Lewiston","ME","122452.306298521","Mead Rumford Cogen","10491","50597.8302267952","I- 95","99734.7107313694","UNKNOWN133000","23007","24997.6583534548"
"110021481699","Woonsocket","RI","771.586790194511","Pawtucket Power Associates","54056","23920.2917540891","Woonsocket Industrial Hwy","3762.67762987345","RIVERSIDE","44007","290.098262560986"
"110060989113","Mesa","AZ","4739.70443603606","Ocotillo","116","6129.70323738289","Loop 202","3277.0255210571","UNIVERSITY","04013","961.914614399495"
"110054146321","Walker","MI","25344.0241340013","Claude Vandyke","1880","66322.3253784143","US Hwy 131","4640.14336082149","UNKNOWN128483","26081","3794.23151505539"
"110071090701","Jersey City","NJ","677.01422375882","PSEG Essex Generating Station","2401","6871.63734360033","New Jersey Tpke Exd","1210.29675928911","UNKNOWN140971","34017","1369.58211587586"
"110038760597","Mount Pleasant","MI","36317.6256943754","Dan E Karn","1702","100469.463826235","US Hwy 27","4522.17693772077","UNKNOWN131393","26057","588.738251229295"
"110070384681","Baton Rouge","LA","2715.50464135366","Georgia-Pacific Port Hudson","10612","29602.0072151809","I- 110","1294.81655975164","DOWNTOWN","22033","1802.6458110809"
"110070247807","Flint","MI","8086.8077281732","Hancock","1730","84950.1778311008","US Hwy 23","3230.59721504744","UNKNOWN144589","26049","3762.14427741799"
"110059658464","San Francisco","CA","8890.11941621354","SF State University","57043","11383.0998721534","I- 280","2792.59323447524","HUNTERS POINT","06075","705.257222631676"
"110039061975","St. Paul","MN","11738.5791017113","Inver Hills","1913","18447.4713070177","Lafayette Fwy","3031.54073172554","RED ROCK","27037","2621.61113217549"
"110038747032","Haverhill","MA","19566.7118687414","Waters River","1678","44479.1236184228","Blue Star Memorial Hwy","431.097063395149","UNKNOWN133620","25009","3201.56816450681"
"110045401409","Rancho Cordova","CA","2226.03049555563","Greenleaf 1","10350","79403.1199987592","US Hwy 50","940.165106139144","WHITE ROCK-FOLSOM","06067","373.828279592072"
"110070384856","Great Falls","MT","406894.871450151","Colstrip","6076","428497.511765769","I- 94","352082.34030406","UNKNOWN208268","30071","1263.09201587354"
"110055263548","Port Huron","MI","2790.26065568793","Belle River","6034","31485.9346962623","I- 94","3404.18894369994","UNKNOWN128934","26147","2585.56023609897"
"110044762003","Madison","WI","70579.7808239757","Columbia (WI)","8023","36012.0657882172","US Hwy 12","8225.98071212295","BARABOO","55111","106.079116859788"
"110043083383","Wilmington","DE","2117.55262884212","Chambers Cogeneration LP","10566","9888.85013890524","US Hwy 202","769.16948050137","CHRISTIANA","10003","2055.21134976808"
"110018242962","Peoria","IL","5742.73687102716","E D Edwards","856","10916.2991249623","I- 474","2093.12122469048","UNKNOWN123084","17143","1587.96768623226"
"110017567248","Joplin","MO","64863.5571247507","Coffeyville","1271","59066.1473709621","Will Rogers Tpke","34297.1301170426","UNKNOWN119014","20099","19858.9854879161"
"110038716510","Long Beach","CA","5703.18093153997","AES Alamitos LLC","315","9915.16340379735","I- 405","343.529777868849","WESTEX","06037","272.94443313312"
"110063211395","Bismarck","ND","117552.876330275","R M Heskett","2790","128237.437763754","State Hwy 810","115040.234413432","UNKNOWN135721","38085","2001.22109824539"
"110038700260","Nashville","TN","1477.75053972834","Gallatin (TN)","3403","46414.0507741647","I- 40","810.007346226736","THERMAL PLANT","47037","109.543281624355"
"110038732949","Fayetteville","NC","1863.61185698648","Darlington County","3250","166934.019585795","State Hwy 87","1142.92913935718","UNKNOWN114106","37051","1114.11608934359"
"110059658320","Green Bay","WI","11218.7239286275","Consumer Operations LLC","10360","9369.19497663922","US Hwy 41","2659.36582180843","MASON ST","55009","1490.14793314489"
"110044760096","Inver Grove Heights","MN","10768.4483679942","Inver Hills","1913","17406.6478217568","I- 494","2534.74625374312","RED ROCK","27037","2294.29694790424"
"110071089618","Salt Lake City","UT","1753.99489736578","Gadsby","3648","3390.5044730986","Dwight D Eisenhower Hwy","767.028625762505","SNARR","49035","156.516575844427"
"110038750786","Cranston","RI","3292.16668330317","Pawtucket Power Associates","54056","14608.7730216384","I- 95","1508.60279412634","UNKNOWN130527","44007","1373.34245713104"
"110044762995","Covington","KY","2892.40693761213","Miami Fort","2832","33945.3144474263","I- 71","1761.86431952909","UNKNOWN130294","21117","339.892438381278"
"110043241621","Granite City","IL","894.549516447434","Sioux","2107","34965.2553694194","I- 55","6888.64274190487","UNKNOWN160052","17119","1675.85967590463"
"110039542518","Kalamazoo","MI","7154.89863557622","Graphic Packaging","10698","10352.357093635","I- 94","1065.90780614786","UNKNOWN145691","26077","1385.39046840967"
"110039541653","Springfield","MO","2552.27236174887","James River Power Station","2161","14817.9809979142","I- 44","5826.58077126183","UNKNOWN117162","29077","1303.95187409786"
"110067450877","Mansfield","OH","24883.073633225","Conesville","2840","126650.743117155","US Hwy 30","2670.91494685446","UNKNOWN151665","39033","3874.36969228086"
"110055492872","Caldwell","ID","34983.4286255892","Boardman","6106","436745.654231372","I- 84","21883.127571352","PARMA","16027","1240.67570630532"
"110038723824","Austin","TX","1252.12717117691","Decker Creek","3548","13831.5377094292","US Hwy 290","235.600036203354","BRACKENRIDGE","48453","449.799706913704"
"110039541895","Arvada","CO","7717.31476746657","Cherokee","469","8864.72003544899","US Hwy 36","1778.59890484036","ARVADA","08001","4460.94783137603"
"110039533207","Portage","MI","39680.6483683361","Graphic Packaging","10698","55796.7532309369","I- 80","27356.4190650774","UNKNOWN133927","26149","310.353385504988"
"110042112175","Los Angeles","CA","1843.55713046727","Caltech Central","57460","17835.257838005","Hollywood Fwy","669.402714718907","STATION P (MARKET)","06037","3323.57811560261"
"110043084881","Cicero","IL","2704.01398063058","ITT Cogen Facility","52021","12833.8835660761","I- 55","1869.0918573672","UNKNOWN157346","17031","1823.23561722902"
"110070034303","Spokane","WA","9587.01941840112","Northeast (WA)","6210","6805.54497987313","N Spokane Corridor Fwy","3352.72882884368","BEACON","53063","2863.1304053526"
"110039556726","Covington","KY","2377.05777325689","Miami Fort","2832","34590.1324588608","I- 71","2376.66461438438","UNKNOWN130294","21117","1238.16991209118"
"110056364410","West Des Moines","IA","29891.3588005682","Iowa State University","54201","74281.3007536909","I- 80","11139.3197726115","UNKNOWN132141","19049","333.618153338075"
"110038735740","Bay City","MI","74208.3908108483","Dan E Karn","1702","63824.2119436974","US Hwy 23","34870.0593629368","UNKNOWN144579","26011","16183.7919749718"
"110043241756","Bismarck","ND","117720.664058684","R M Heskett","2790","128709.027922939","State Hwy 810","115299.814624276","UNKNOWN135722","38085","5315.0263346522"
